|C020|0|1|04887419000834|55|00|1|562|26120904887419000834550010000005621000005795|01092012|04092012|120219|0|61,60|||61,60||||||10,47||||
|C020|0|1|04127762000104|55|00|1|2264|26120904127762000104550010000022641000022646|01092012|04092012|120219|0|118,23|||118,23||||||||||
|C020|0|1|11855459000193|01|00|1|4288||01092012|10092012|155609|1|373,80|||373,80||||||||||
|C020|0|1|04127762000104|01|00|1|1389||02032012|26092012|120219|0|546,18|||543,79||||||91,17|47,94|2,40||
|C020|0|1|12083026000120|01|00|1|34||03092012|06092012|155609|1|5040,00|||5040,00||||||||||
|C020|0|1|09658281000149|01|00|1|116||03092012|10092012|155609|1|735,00|||735,00||||||||||
|C020|0|1|14202175000196|01|00|4|1188||03092012|10092012|155609|1|3190,08|||3190,08||||||||||
|C020|0|1|14202175000196|01|00|4|1189||03092012|10092012|155609|1|6334,95|||6334,95||||||||||
|C020|0|1|06262550000165|01|00|1|2012||03092012|05092012|120219|0|127,64|||127,66||||||||||
|C020|0|1|10916971000130|01|00|1|4667||03092012|20092012|155608|1|1834,00|||1834,00||||||||||
|C020|0|1|69934123000104|01|00|1|6786||03092012|28092012|155608|1|215,00|||238,93||||||||||
|C020|0|1|70223748000139|55|00|3|12210|26120970223748000139550030000122101402620970|03092012|05092012|120219|0|573,04|||543,48||||||92,39|717,39|29,56||
|C020|0|1|70223748000139|55|00|3|12211|26120970223748000139550030000122111402621079|03092012|05092012|120219|0|125,52|||116,49||||||29,12|152,60|9,03||
|C020|0|1|02089969000530|01|00|3|232515||03092012|11092012|210208|1|9352,11|||9352,11||||||1122,25||||
|C020|0|1|02089969000530|01|00|3|232516||03092012|11092012|210208|1|99735,00|||99735,00||||||11968,17||||
|C020|0|0|03269718000176|55|00|3|396654|26120905253499000162550030003966541000000008|03092012|03092012|120219|0|11,61|||11,62||||||||||
|C020|0|0|02563257000187|55|00|3|396655|26120905253499000162550030003966551000000005|03092012|03092012|120219|0|13,17|||11,98||||||2,99|16,77|1,20||
|C020|0|0|02495215000156|55|00|3|396656|26120905253499000162550030003966561000000002|03092012|03092012|120219|0|77,70|||71,74||||||17,93|95,69|5,98||
|C020|0|0|70229349000185|55|00|3|396657|26120905253499000162550030003966571000000000|03092012|03092012|120219|0|50,78|||50,78||||||8,64||||
|C020|0|0|12321604000119|55|00|3|396658|26120905253499000162550030003966581000000007|03092012|03092012|120219|0|18,85|||18,85||||||3,20||||
|C020|0|0|04352992000177|55|00|3|396659|26120905253499000162550030003966591000000004|03092012|03092012|120219|0|200,74|||200,75||||||34,12||||
|C020|0|0|04219628000133|55|00|3|396660|26120905253499000162550030003966601000000005|03092012|03092012|120219|0|47,20|||44,77||||||7,61|59,09|2,43||
|C020|0|0|02942406000119|55|00|3|396661|26120905253499000162550030003966611000000002|03092012|03092012|120219|0|11,23|||9,96||||||2,49|15,04|1,27||
|C020|0|0|08866814000115|55|00|3|396662|26120905253499000162550030003966621000000000|03092012|03092012|120219|0|99,51|||91,58||||||15,57|138,28|7,93||
|C020|0|0|04402977000196|55|00|3|396663|26120905253499000162550030003966631000000007|03092012|03092012|120219|0|17,30|||17,30||||||||||
|C020|0|0|35509652000130|55|00|3|396664|26120905253499000162550030003966641000000004|03092012|03092012|120219|0|105,36|||105,36||||||17,91||||
|C020|0|0|07556136000121|55|00|3|396665|26120905253499000162550030003966651000000001|03092012|03092012|120219|0|11,93|||10,29||||||2,57|16,87|1,64||
|C020|0|0|07227496000180|55|00|3|396666|26120905253499000162550030003966661000000009|03092012|03092012|120219|0|1151,74|||1061,73||||||253,57|1445,21|90,17||
|C020|0|0|11218530000127|55|00|3|396667|26120905253499000162550030003966671000000006|03092012|03092012|120219|0|191,28|||191,28||||||||||
|C020|0|0|07096650000202|55|00|3|396668|26120905253499000162550030003966681000000003|03092012|03092012|120219|0|980,58|||979,99||||||114,77|24,05|0,67||
|C020|0|1|01453531000100|01|00|1|53||04092012|11092012|120219|0|86,51|||81,10||||||16,95|106,57|5,42||
|C020|0|1|05980797000154|01|00|1|245||04092012|10092012|155609|1|10270,90|||10270,90||||||||||
|C020|0|1|10955392000104|01|00|1|327||04092012|06092012|120219|0|30,24|||27,81||||||6,95|37,54|2,43||
|C020|0|1|12603693000196|55|00|1|421|#2612091260369300019655001000000421100000042|04092012|05092012|120219|0|49,74|||49,75||||||12,44||||
|C020|0|1|10510821000121|55|00|1|460|26120810510821000121550010000004601008813090|04092012|04092012|120219|0|14,56|||14,56||||||2,48||||
|C020|0|1|11507778000108|55|00|1|1236|#2612091150777800010855001000001236100001387|04092012|10092012|120219|0|257,59|||257,60||||||51,76||||
|C020|0|1|70176060000145|55|00|3|1766|#2612097017606000014555003000001766100003580|04092012|05092012|120219|0|162,43|||162,44||||||27,61||||
|C020|0|1|02775367000102|55|00|1|2626|#2612090277536700010255001000002626192205715|04092012|06092012|120219|0|489,50|||489,50||||||83,22||||
|C020|0|1|29737368003720|01|00|1|39217||04092012|05092012|140308|1|39948,20|||36872,10|||||||54058,66|2921,71||154,39
|C020|0|1|29737368003720|01|00|1|39218||04092012|05092012|140308|1|21511,05|||19950,90|||||||29128,31|1560,15||
|C020|0|1|29737368003720|01|00|1|39219||04092012|05092012|140308|1|2307,88|||2140,50|||||||3125,13|167,38||
|C020|0|1|29737368003720|01|00|1|39220||04092012|05092012|140308|1|7436,80|||6897,42|||||||10070,23|539,38||
|C020|0|1|29737368003720|01|00|1|39221||04092012|05092012|140308|1|9822,18|||9109,80|||||||13300,31|712,38||
|C020|0|1|61586558001671|01|00|2|83435||04092012|06092012|194921|0|217,60|||217,60||||||36,99||||
|C020|0|1|61586558001671|01|00|2|83436||04092012|06092012|194921|0|1,50|||1,50||||||0,25||||
|C020|0|1|61586558001671|01|00|2|83437||04092012|06092012|194921|0|59,80|||59,80||||||10,17||||
|C020|0|1|61586558001671|01|00|2|83438||04092012|06092012|194921|0|525,76|||525,76||||||89,38||||
|C020|0|1|61586558001671|01|00|2|83490||04092012|05092012|110208|1|3744,00|||2695,68||||||458,27||||
|C020|0|1|61586558001671|01|00|2|83491||04092012|05092012|110208|1|5616,00|||4043,52||||||687,40||||
|C020|0|1|61586558001671|01|00|2|83492||04092012|05092012|110208|1|7180,56|||5273,10||||||896,43||||
|C020|0|1|61586558001671|01|00|2|83493||04092012|05092012|110208|1|6264,00|||4510,08||||||766,72||||
|C020|0|1|61586558001671|01|00|2|83494||04092012|05092012|110208|1|6552,00|||4717,44||||||801,97||||
|C020|0|1|61586558001671|01|00|2|83495||04092012|05092012|110208|1|5616,00|||4043,52||||||687,40||||
|C020|0|1|61586558001671|01|00|2|83496||04092012|05092012|110208|1|6192,00|||4644,00||||||789,48||||
|C020|0|1|61586558001671|01|00|2|83497||04092012|05092012|110208|1|9879,30|||7210,76||||||1225,83||||
|C020|0|0|14268962000130|55|00|3|397017|26120905253499000162550030003970171000000006|04092012|04092012|120219|0|1232,32|||1118,85||||||279,79|1572,71|113,22||
|C020|0|1|05253499000162|01|00|3|397018||04092012|05092012|194921|0|785,65|||785,66||||||133,56||||
|C020|0|0|08967560000121|55|00|3|397020|26120905253499000162550030003970201000000001|04092012|04092012|120219|0|2,22|||2,22||||||0,38||||
|C020|0|0|41025164000150|55|00|3|397021|26120905253499000162550030003970211000000009|04092012|04092012|120219|0|2597,23|||2309,20||||||499,38|3155,37|288,75||
|C020|0|0|12967684000184|55|00|3|397022|26120905253499000162550030003970221000000006|04092012|04092012|120219|0|47,41|||43,60||||||10,90|58,86|3,81||
|C020|0|0|06114676000192|55|00|3|397023|26120905253499000162550030003970231000000003|04092012|04092012|120219|0|36,54|||36,54||||||6,21||||
|C020|0|0|06114676000192|55|00|3|397024|26120905253499000162550030003970241000000000|04092012|04092012|120219|0|27,67|||25,16||||||6,29|35,22|2,51||
|C020|0|0|15440368000148|55|00|3|397025|26120905253499000162550030003970251000000008|04092012|04092012|120219|0|56,82|||56,82||||||||||
|C020|0|0|02984106000100|55|00|3|397026|26120905253499000162550030003970261000000005|04092012|04092012|120219|0|27,60|||25,62||||||6,41|33,56|1,98||
|C020|0|0|08657025000174|55|00|3|397027|26120905253499000162550030003970271000000002|04092012|04092012|120219|0|54,41|||54,41||||||||||
|C020|0|0|04410113000116|55|00|3|397028|26120905253499000162550030003970281000000000|04092012|04092012|120219|0|61,35|||56,97||||||14,24|74,62|4,40||
|C020|0|0|08928733000100|55|00|3|397029|26120905253499000162550030003970291000000007|04092012|04092012|120219|0|16,21|||16,22||||||||||
|C020|0|0|05536382000196|55|00|3|397030|26120905253499000162550030003970301000000008|04092012|04092012|120219|0|54,97|||52,48||||||8,92|67,17|2,49||
|C020|0|0|14668312000182|55|00|3|397031|26120905253499000162550030003970311000000005|04092012|04092012|120219|0|107,03|||97,34||||||24,34|136,27|9,71||
